tconst,Year,awardName,categoryName,isWinner,otherAwards,primaryNominees,nconst,secondaryNominees,Name,releaseYear,Genre1,AdjustedTotalGross
tt1133617,2008,Audience Award,,False,False,Missing Persons Unit,nm0894178,Jan Verheyen,Missing Persons Unit,2007.0,Others,2424121
tt0892332,2008,Audience Award,,False,False,Noodle,nm0578690,Ayelet Menahemi,Noodle,2008.0,Comedy,416073
tt0940770,2008,Audience Award,,False,False,Playing Solo,nm0638189,Lauri Nurkse,Playing Solo,2007.0,Comedy,2786134
tt1205918,2008,Audience Award,,False,False,Seamstresses,nm0865378,Lyudmil Todorov,Seamstresses,2007.0,Drama,52048
tt0937378,2008,Audience Award,,False,False,Wolf,nm0019242,Daniel Alfredson,Wolf,2008.0,Others,1707404
tt1042424,2008,Young Talent Award,,True,True,Johnny Mad Dog,nm0767160,Jean-Stéphane Sauvaire,Johnny Mad Dog,2011.0,Drama,247327
tt0815490,2008,Young Talent Award,,False,False,Acné,nm0992159,Federico Veiroj,Acné,2008.0,Comedy,97510
tt1204366,2008,Young Talent Award,,False,False,Desierto adentro,nm0687751,Rodrigo Plá,Desierto adentro,2009.0,Drama,58512
tt1176954,2008,Young Talent Award,,False,False,Eldorado,nm0099521,Bouli Lanners,Eldorado,2009.0,Comedy,2213625
tt0844457,2008,Young Talent Award,,False,False,North Face,nm0836715,Philipp Stölzl,North Face,2009.0,Others,1941996
tt0978759,2008,Critics Award,,True,True,Frozen River,nm2581581,Courtney Hunt,Frozen River,2008.0,Others,9257629
